_id,srcValue,userSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcUploadTime,srcBattery,srcGyroValue
1,22091908,0,20220919161955,0.0,0.0,0.0,636.0,14.90196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0
2,22091908,0,20220919161956,0.0,0.0,0.0,636.0,14.90196,17.647058,0.0,0.0,0.0,0.0,52.156864,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,0.0,-14.163481712341309
3,22091908,0,20220919161957,0.0,0.0,0.0,636.0,14.90196,17.647058,0.0,0.0,0.0,0.0,52.156864,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,0.0,-3.09273362159729
4,22091908,0,20220919161958,0.0,0.0,0.0,640.0,14.509804,18.039215,0.0,0.0,0.0,0.0,51.764706,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,0.0,3.4575889110565186
5,22091908,0,20220919161959,0.0,0.0,0.0,645.0,14.509804,18.039215,0.0,0.0,0.0,0.0,52.156864,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,0.0,15.91503620147705
6,22091908,0,20220919162000,0.0,0.0,0.0,645.0,14.509804,18.039215,0.0,0.0,0.0,0.0,51.764706,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,13.56,0.5409519672393799
7,22091908,0,20220919162001,0.0,0.0,0.0,652.0,14.509804,18.039215,0.0,0.0,0.0,0.0,52.156864,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,13.56,0.13198208808898926
8,22091908,0,20220919162002,0.0,0.0,0.0,653.0,14.509804,18.039215,0.0,0.0,0.0,0.0,52.156864,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,13.56,-0.023022791370749474
9,22091908,0,20220919162003,0.0,0.0,0.0,657.0,14.509804,18.039215,0.0,0.0,0.0,0.0,51.764706,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,13.56,-0.002356271492317319
10,22091908,0,20220919162004,0.0,0.0,0.0,664.0,14.509804,18.039215,0.0,0.0,0.0,0.0,51.764706,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,null,13.56,0.026039807125926018
