CAR_RECDRV_KEY,USR_KEY,DRV_KEY,RECDRV_IS_HIDDEN,RECDRV_ID,RECDRV_MODIFY_ID,RECDRV_STDT,RECDRV_ENDT,RECDRV_DRVTIME,RECDRV_DRVDIS,RECDRV_AVE_SPD,RECDRV_FUEL_USEDAMT,RECDRV_OILPAYM,RECDRV_FRATIO,RECDRV_FUEL_CUT_TIME,RECDRV_AVE_RPM,RECDRV_DRV_VALUE,RECDRV_LAT,RECDRV_LONG,RECDRV_ADDR,RECDRV_START_LAT,RECDRV_START_LONG,RECDRV_IDLING_TIME,RECDRV_SAFEIN_SCORE,RECDRV_ECO_SCORE,RECDRV_FUELRATIO_SCORE,RECDRV_UPLOAD_TIME,RECDRV_COOL_TEMP,RECDRV_OIL_TEMP,RECDRV_IDLING_FUEL_USEDAMT,RECDRV_REG_DT,RECDRV_AVR_APS,RECDRV_AVR_TPS,RECDRV_AVR_RPS,RECDRV_AVR_MAF,RECDRV_AVR_FUELLEVEL,RECDRV_AVR_TORQUE,RECDRV_AVR_FUEL_TRIM_B1S,RECDRV_AVR_FUEL_TRIM_B2S,RECDRV_AVR_FUEL_TRIM_B1L,RECDRV_AVR_FUEL_TRIM_B2L,RECDRV_AVR_ENGINELOAD,RECDRV_AVR_IN_PRESS,RECDRV_AVR_OUT_TEMPTU,RECDRV_AVR_ABS_PRESS,RECDRV_AVR_HYBRIED_BATTERY_T,RECDRV_AVR_DPF,RECDRV_AVR_DPF_TEMP,RECDRV_AVR_IN_TEMPTU,RECDRV_AVR_EGT1,RECDRV_AVR_EGT2,RECDRV_OBD_VOLT,RECDRV_FUEL_RATIO,RECDRV_AVR_SPEED_WITHOUT_0,RECDRV_AVR_CHARGE_SPEED,RECDRV_NIGHT_DIS,RECDRV_NIGHT_TIME,RECDRV_TIME_WITHOUT_0,RECDRV_SPEED_TIME,RECDRV_HIGHRPM_TIME,RECDRV_START_ADDRESS,RECDRV_START_ODOMETER,RECDRV_FINISH_ODOMETER,RECDRV_GLOBAL_TIME,RECDRV_UPDATE_DT,SERVER_UPDATE_TIME,RECDRV_LAT_ENCRYPTED,RECDRV_LONG_ENCRYPTED,RECDRV_ADDRESS_ENCRYPTED,RECDRV_START_LAT_ENCRYPTED,RECDRV_START_LONG_ENCRYPTED,RECDRV_START_ADDRESS_ENCRYPTED
4540455,970241,486729,1,20210808142720,null,"2021-08-08 14:27:20","2021-08-08 14:45:19",00:18:00,8.702221,29.006481,0.76542443,1148.1366,11.369144,00:01:30,1334,21080801,38.040688,127.1104249,"대한민국 경기도 연천군 전곡읍 신답리 17-10",0,0,00:02:47,98.986786,80.33244,79.53707,"2021-08-08 15:34:03",91.74908,0,0.062488288,"2021-08-08 14:27:20",18.847816,18.233528,0,7.7012715,93.367424,0,-0.004340278,0,0.0005570023,0,30.73858,64.77315,30.598148,96.155556,0,0,0,51.025925,0,0,14.092623,93.367424,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 14:53:50",wy9JD4wMbZJA19ACd3CZvQ==,+uQYBZBy9TrOspYHoPEJzA==,"3BwcNpTQ7v9XKY6DWOTcWjGnBlp56zu0917pJWSu5v9swrOi/D3jFsc/32w9qHZJ7EDrHzZIv9cz
8X7pEzGwRg==",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
4545096,970241,486729,1,20210808153418,null,"2021-08-08 15:34:18","2021-08-08 16:21:07",00:46:49,32.875774,42.134567,2.358568,3537.852,13.938871,00:04:37,1405,21080802,0,0,null,0,0,00:09:16,35.498985,93.2768,89.68924,"2021-08-08 22:24:57",92.52724,0,0.18869491,"2021-08-08 15:34:18",20.482227,19.38101,0,9.130478,91.72388,0,0.0031372374,0,-0.0010624332,0,35.442772,68.84621,31.194376,97.33037,0,0,0,48.460663,0,0,14.094693,91.72388,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 14:53:50",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==,9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
4655793,970241,486729,1,20210815155910,null,"2021-08-15 15:59:10","2021-08-15 16:23:07",00:23:57,5.88473,14.742519,0.777091,1165.6366,7.5727677,00:00:54,1091,21081501,37.6281052,127.0612588,"대한민국 서울특별시 노원구 월계동 333-1",0,0,00:06:08,98.48751,61.593544,61.593544,"2021-08-16 07:38:46",93.21364,0,0.12357106,"2021-08-15 15:59:10",17.138613,16.486473,0,5.8768334,60.05647,0,-0.00022834029,0,-0.0007448243,0,30.089384,61.817677,32.724426,98.085594,0,0,0,51.214336,0,0,14.198464,60.05647,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 14:54:08",8ogb6qefF05B6JILNagGFQ==,GyHKblAYpR6WF0NUQrooOg==,"WTgiFFLAtmJQV+0lu7ZF5i24yl7b4gaD6PK2CmDdvGNA24100aa9BonYPBnU/IqTLb618pVOQMB7
d8AgKpW8cQ==",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
4703243,970241,486729,1,20210816081751,null,"2021-08-16 08:17:51","2021-08-16 08:43:51",00:26:01,5.7263894,13.206919,0.6714527,1007.1791,8.528358,00:01:08,958,21081601,37.7843295,127.0371604,"대한민국 경기도 양주시 유양동 92-2",0,0,00:17:16,94.54321,65.84944,65.84944,"2021-08-19 14:55:32",85.57527,0,0.2498496,"2021-08-16 08:17:51",16.413532,15.5708685,0,4.6777544,56.700153,0,-0.0014463885,0,-0.038652107,0,25.961107,52.1877,20.901346,98.26393,0,0,0,30.350416,0,0,14.308574,56.700153,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 14:54:26",rN1oRehiXrgwgVxW4VzW/g==,+suklkAbwHNOzZfD7xN3mQ==,3BwcNpTQ7v9XKY6DWOTcWkT2OqouSzSoUhKm8iZ+syxc1BiM2ueGdOm79IfcaEGf,9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
5807745,970241,486729,1,20210831202221,null,"2021-08-31 20:22:21","2021-08-31 21:42:49",01:20:20,70.2761,52.494812,4.278835,6418.2524,16.42412,00:06:52,1536,21083101,37.3965661,126.7430618,"대한민국 경기도 시흥시 월곶동 520-126",0,0,00:01:08,99.9,99.9,100,"2021-11-08 14:37:06",91.28444,0,0.019849187,"2021-08-31 20:22:21",21.354797,19.493982,0,9.654476,15.775175,0,0.0024880057,0,-0.008866053,0,33.724003,68.561615,15.587552,98.43693,0,0,0,34.196472,0,0,14.14193,15.775175,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 14:57:46",SJC7AOOYzGIpYqeZx64wng==,j0grHFtvqsmnzddjalKh0Q==,"3BwcNpTQ7v9XKY6DWOTcWl2ojVfMej0RzApCTTD3IVP/IfEY2Tfgfmz+cQbvFFt7DjpiWy61Zjnp
z9L0QphRHQ==",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
6495041,970241,486729,1,20211108143715,null,"2021-11-08 14:37:15","2021-11-08 14:38:30",00:01:15,0.008352222,0.48,0.015000668,22.501003,0.55679,00:00:00,689,21110801,37.351093,126.7046611,"대한민국 경기도 시흥시 정왕동 1707",0,0,00:00:44,0,0,0,"2021-12-24 12:32:57",80.6,0,0.008595237,"2021-11-08 14:37:15",14.5098095,13.43267,0,2.0792007,46.47322,0,0.013333334,0,-0.0077083334,0,19.236597,42.02667,5.9733334,83.16,0,0,0,35.106667,0,0,14.051201,46.47322,4.5,0.75,0,00:00:00,00:00:08,00:00:00,00:00:00,null,0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 14:59:35",LDcmDJgPBSAsEkIPRYPxFQ==,4svhDYZ1qvmK5XWqv95Iyg==,3BwcNpTQ7v9XKY6DWOTcWl2ojVfMej0RzApCTTD3IVPhtN0HhN8in9cG+7dzHDor,9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
9127015,970241,486729,1,20211224123404,null,"2021-12-24 12:34:04","2021-12-24 13:14:46",00:40:29,62.85129,92.87978,3.2673626,4901.044,19.236094,00:34:28,2035,21122401,36.5320317,127.1107984,"대한민국 충청남도 공주시 정안면 상룡리 301-9",0,0,00:00:05,87.14795,100,34.0822,"2022-05-30 17:42:09",90.4438,0,0.0010213275,"2021-12-24 12:34:04",15.73961,23.205551,0,14.625626,87.39211,0,0.002907575,0,0.0032163442,0,43.107285,84.55702,4.3178263,99.01235,0,0,0,17.1338,0,0,14.56909,87.39211,93.302315,0.3432589,0,00:00:00,00:40:18,00:00:00,00:00:00,null,0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 15:07:53",TrIa5YdPIiWcIDPux6QsWg==,EyPmGmtKC1AOC7CrfBWw3A==,"7H3FmVrpp58IBMfSTPNv2dZ2jTJnDYPkArkg2Mu8qwRpqmT8PJS92CQAAYFhIzERogltszGG8Jj3
oKgyxoONfw==",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
10027440,970241,486729,1,20220530174324,null,"2022-05-30 17:43:24","2022-05-30 17:46:09",00:02:14,0.05555556,1.4925373,0.03863006,57.94509,1.4381433,00:00:00,672,22053001,37.3700518,126.7307278,"대한민국 경기도 시흥시 배곧 3 로 96, M- 플러스 604 호",0,0,00:01:23,0,0,0,"2022-07-20 07:18:39",64.87313,0,0.022952083,"2022-05-30 17:43:24",14.700014,14.445408,0,3.1175358,61.261414,0,-0.0044892724,0,-0.033173975,0,27.57972,53.925373,10.410448,67.283585,0,0,0,21.701492,0,0,14.051149,61.261414,5,0.9767442,0,00:00:00,00:00:40,00:00:00,00:00:00,"대한민국 경기도 시흥시 정왕동 2513-1",0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 15:10:39",fIlOSrjqIi7pRSkdR9Y7hg==,AevALmCMLrziFnGn9thxrw==,"3BwcNpTQ7v9XKY6DWOTcWl2ojVfMej0RzApCTTD3IVOL3vrxkOPtAKKvAj1wwXhWfdEXeRPEWuLl
+VR3iWN8gaisQUUGe9wRuSjLOSxtAfE=",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,"3BwcNpTQ7v9XKY6DWOTcWl2ojVfMej0RzApCTTD3IVO2Xm7YmFUq8X8LqRtsQ7rYtfLbb5TQcKvM
XW8YVstXiw=="
13337448,970241,486729,1,20220720071905,null,"2022-07-20 07:19:05","2022-07-20 07:41:13",00:22:09,4.338616,11.754703,0.6055628,908.34424,7.164601,00:00:31,1013,22072001,37.3703182,126.716984,"대한민국 경기도 시흥시 정왕4동",0,0,00:07:29,88.84558,78.8127,-5.135281,"2023-01-09 10:54:38",80.75997,0,0.1264421,"2022-07-20 07:19:05",16.109982,15.907823,0,4.952985,61.3882,0,0.021950245,0,-0.031726155,0,27.930498,53.219715,25.4921,97.5681,0,0,0,33.373215,0,0,14.383068,61.3882,18.12297,1.2970521,0,00:00:00,00:14:22,00:00:00,00:00:00,"대한민국 경기도 시흥시 정왕동 2503",0,0,"2023-04-15 14:09:17","2023-04-15 14:09:17","2023-10-30 15:20:40",tb3Guk3KYzVX+zcN3R0xNQ==,N1HEuLC/PLyWzAFaqFeGIw==,3BwcNpTQ7v9XKY6DWOTcWl2ojVfMej0RzApCTTD3IVN2xF2yM0rmwMSuinb0dQcu,9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,3BwcNpTQ7v9XKY6DWOTcWl2ojVfMej0RzApCTTD3IVNKv35HsN0bGkndvKYGItog
15345971,970241,486729,0,20230417180650,null,"2023-04-17 18:06:50","2023-04-17 18:07:59",00:01:10,0,0,0.012137995,23.523434,0.0,00:00:00,625,23041701,0,0,null,0,0,00:00:33,0,0,0,"2023-04-18 06:27:18",81.042854,0,0.006256774,"2023-04-17 18:06:50",14.509811,11.501406,0,1.8214278,84.56026,0,-0.014732143,0,-0.0052455356,0,17.182076,44.4,10.957143,83.442856,0,0,0,34.285713,0,0,13.955147,84.56026,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2023-04-17 18:07:59","2023-04-18 06:27:18","2023-10-30 15:26:45",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==,9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==
