CAR_SELFDG_KEY,DRV_KEY,SELFDG_IS_HIDDEN,SELFDG_TYPE,CAR_SELFDG_DT,SELFDG_ID,SELFDG_DATA,SELFDG_BATTRY_AMT,SELFDG_PROFILE_ID,SELFDG_ECU_COUNT,SELFDG_SPEED,SELFDG_RPM,SELFDG_APS,SELFDG_TPS,SELFDG_RPS,SELFDG_MAF,SELFDG_FUEL_LEVEL,SELFDG_TORQUE,SELFDG_ENGINE_LOAD,SELFDG_FUELTRIM_B1S,SELFDG_FUELTRIM_B2S,SELFDG_FUELTRIM_B1L,SELFDG_FUELTRIM_B2L,SELFDG_INTAKE_PRESS,SELFDG_ABSOL_PRESS,SELFDG_BATTRERY_V,SELFDG_EGT1,SELFDG_EGT2,SELFDG_TROUBL_DETAIL_CODE,SELFDG_PENDING_DETAIL_CODE,SELFDG_PERMANENT_DETAIL_CODE,SELFDG_COOL_CNTTEMPTU,SELFDG_IN_TEMPTU,SELFDG_OUT_TEMPTU,SELFDG_OIL_TEMPTU,SELFDG_DPF_INFO,SELFDG_DPF_TEMPTU,SELFDG_O2_B1S1_VOLT,SELFDG_O2_B1S2_VOLT,SELFDG_O2_B1S3_VOLT,SELFDG_O2_B1S4_VOLT,SELFDG_O2_B2S1_VOLT,SELFDG_O2_B2S2_VOLT,SELFDG_O2_B2S3_VOLT,SELFDG_O2_B2S4_VOLT,SELFDG_O2_B1S1_FUELTRIM,SELFDG_O2_B1S2_FUELTRIM,SELFDG_O2_B1S3_FUELTRIM,SELFDG_O2_B1S4_FUELTRIM,SELFDG_O2_B2S1_FUELTRIM,SELFDG_O2_B2S2_FUELTRIM,SELFDG_O2_B2S3_FUELTRIM,SELFDG_O2_B2S4_FUELTRIM,SELFDG_IS_ANOMALY,SELFDG_HYBRID_BATTERY,SELFDG_TIMMING_ADV,SELFDG_FUELAIR_RATIO,SELFDG_EVA_PURGE,SELFDG_VAPOR_PRESSURE,SELFDG_GLOBAL_DT,SELFDG_UPLOAD_DT,SELFDG_UPDATE_DT,SERVER_UPDATE_TIME
6463482,858721,0,OBD2,"2022-05-24 10:01:26",20220525000126,22052401,NULL,NULL,NULL,NULL,962.25,0,4.71,0,0,0,0,42.75,0.01,0,0,0,47,0,0,0,0,"P0203,P0204,P0201","P0203,P0204,P0201","P0203,P0204,P0201",84,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-05-25 00:01:26","2022-05-25 00:10:33","2022-05-24 10:01:26","2022-05-25 00:10:33"
6463483,858721,0,OBD2,"2022-05-24 10:03:41",20220525000341,22052401,NULL,NULL,NULL,NULL,955.5,0,4.71,0,0,0,0,43.92,-0.02,0,0,0,48,0,0,0,0,,NULL,NULL,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-05-25 00:03:41","2022-05-25 00:10:33","2022-05-24 10:03:41","2022-05-25 00:10:33"
6463484,858721,0,OBD2,"2022-05-24 10:06:17",20220525000617,22052401,NULL,NULL,NULL,NULL,801.25,0,4.71,0,0,0,0,51.37,0.03,0,0,0,56,0,0,0,0,,NULL,NULL,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-05-25 00:06:17","2022-05-25 00:10:33","2022-05-24 10:06:17","2022-05-25 00:10:33"
6463891,858721,0,OBD2,"2022-05-24 10:11:02",20220525001102,22052401,NULL,NULL,NULL,NULL,980.25,0,4.71,0,0,0,0,42.75,0.01,0,0,0,47,0,0,0,0,,NULL,NULL,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-05-25 00:11:02","2022-05-25 00:43:19","2022-05-24 10:11:02","2022-05-25 00:43:19"
6468131,858721,0,OBD2,"2022-05-24 10:43:36",20220525004336,22052402,NULL,NULL,NULL,NULL,0,0,5.1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,P0507,P0507,NULL,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-05-25 00:43:36","2022-05-25 07:56:53","2022-05-24 10:43:36","2022-05-25 07:56:53"
6468132,858721,0,OBD2,"2022-05-24 10:44:01",20220525004401,22052402,NULL,NULL,NULL,NULL,980.75,0,5.1,0,0,0,0,41.57,0,0,-0.08,0,45,0,0,0,0,,NULL,NULL,92,63,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-05-25 00:44:01","2022-05-25 07:56:53","2022-05-24 10:44:01","2022-05-25 07:56:53"
6468133,858721,0,OBD2,"2022-05-24 10:44:26",20220525004426,22052402,NULL,NULL,NULL,NULL,1025,0,5.1,0,0,0,0,40,0.02,0,-0.08,0,45,0,0,0,0,,NULL,NULL,91,63,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-05-25 00:44:26","2022-05-25 07:56:53","2022-05-24 10:44:26","2022-05-25 07:56:53"
6632066,858721,0,OBD2,"2022-06-07 16:01:55",20220608060155,22060705,NULL,NULL,NULL,NULL,733.75,0,4.31,0,0,0,0,30.2,0,0,0,0,37,0,0,0,0,"P0340,P0135",P0340,P0135,79,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-06-08 06:01:55","2022-06-08 06:04:32","2022-06-07 16:01:55","2022-06-08 06:04:32"
6632067,858721,0,OBD2,"2022-06-07 16:03:37",20220608060337,22060705,NULL,NULL,NULL,NULL,859.5,0,4.31,0,0,0,0,26.67,0.25,0,-0.13,0,32,0,0,0,0,"P0340,P0135","P0340,P0135",NULL,67,51,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-06-08 06:03:37","2022-06-08 06:04:32","2022-06-07 16:03:37","2022-06-08 06:04:32"
6632086,858721,0,OBD2,"2022-06-07 16:05:27",20220608060527,22060705,NULL,NULL,NULL,NULL,820.5,0,4.31,0,0,0,0,22.75,0.25,0,0,0,28,0,0,0,0,P0340,P0340,NULL,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-06-08 06:05:27","2022-06-08 06:06:53","2022-06-07 16:05:27","2022-06-08 06:06:53"
