CAR_RECDRV_KEY,USR_KEY,DRV_KEY,RECDRV_IS_HIDDEN,RECDRV_ID,RECDRV_MODIFY_ID,RECDRV_STDT,RECDRV_ENDT,RECDRV_DRVTIME,RECDRV_DRVDIS,RECDRV_AVE_SPD,RECDRV_FUEL_USEDAMT,RECDRV_OILPAYM,RECDRV_FRATIO,RECDRV_FUEL_CUT_TIME,RECDRV_AVE_RPM,RECDRV_DRV_VALUE,RECDRV_LAT,RECDRV_LONG,RECDRV_ADDR,RECDRV_START_LAT,RECDRV_START_LONG,RECDRV_IDLING_TIME,RECDRV_SAFEIN_SCORE,RECDRV_ECO_SCORE,RECDRV_FUELRATIO_SCORE,RECDRV_UPLOAD_TIME,RECDRV_COOL_TEMP,RECDRV_OIL_TEMP,RECDRV_IDLING_FUEL_USEDAMT,RECDRV_REG_DT,RECDRV_AVR_APS,RECDRV_AVR_TPS,RECDRV_AVR_RPS,RECDRV_AVR_MAF,RECDRV_AVR_FUELLEVEL,RECDRV_AVR_TORQUE,RECDRV_AVR_FUEL_TRIM_B1S,RECDRV_AVR_FUEL_TRIM_B2S,RECDRV_AVR_FUEL_TRIM_B1L,RECDRV_AVR_FUEL_TRIM_B2L,RECDRV_AVR_ENGINELOAD,RECDRV_AVR_IN_PRESS,RECDRV_AVR_OUT_TEMPTU,RECDRV_AVR_ABS_PRESS,RECDRV_AVR_HYBRIED_BATTERY_T,RECDRV_AVR_DPF,RECDRV_AVR_DPF_TEMP,RECDRV_AVR_IN_TEMPTU,RECDRV_AVR_EGT1,RECDRV_AVR_EGT2,RECDRV_OBD_VOLT,RECDRV_FUEL_RATIO,RECDRV_AVR_SPEED_WITHOUT_0,RECDRV_AVR_CHARGE_SPEED,RECDRV_NIGHT_DIS,RECDRV_NIGHT_TIME,RECDRV_TIME_WITHOUT_0,RECDRV_SPEED_TIME,RECDRV_HIGHRPM_TIME,RECDRV_START_ADDRESS,RECDRV_START_ODOMETER,RECDRV_FINISH_ODOMETER,RECDRV_GLOBAL_TIME,RECDRV_UPDATE_DT,SERVER_UPDATE_TIME,RECDRV_LAT_ENCRYPTED,RECDRV_LONG_ENCRYPTED,RECDRV_ADDRESS_ENCRYPTED,RECDRV_START_LAT_ENCRYPTED,RECDRV_START_LONG_ENCRYPTED,RECDRV_START_ADDRESS_ENCRYPTED
2797540,659079,319699,0,20210316173914,null,"2021-03-16 17:39:14","2021-03-16 17:59:54",00:20:29,0,0,0.08970491,119.307526,0.0,00:00:00,137,21031601,0,0,null,0,0,00:02:08,99.9,50.22953,50.22953,"2021-03-16 18:07:19",64.89667,0,0.0890798,"2021-03-16 17:39:14",14.51774,17.387836,7588.39,0.66659325,54.464096,297.80487,0.0002667683,0,0.0026803862,0,3.997451,94.44959,13.150407,99.268295,51.58544,0,0,28.420324,0,0,13.263598,54.464096,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-16 17:59:54","2021-03-16 18:07:19","2023-11-12 15:33:13",9gUtn0KEeN1BPf6UDw5D2A==,9gUtn0KEeN1BPf6UDw5D2A==,e01qMB3i7tZKeSaUsTgRzw==,NULL,NULL,NULL
2797839,659079,319699,0,20210316180726,null,"2021-03-16 18:07:26","2021-03-16 18:24:49",00:16:54,2.000719,7.1005917,0.17515367,232.95439,11.422649,00:00:09,218,21031602,36.3649004,127.4392888,"대한민국 대전광역시 대덕구 송촌동 464-1",0,0,00:00:31,97.8545,76.58078,77.354324,"2021-03-16 18:30:33",66.60059,0,0.021385545,"2021-03-16 18:07:26",16.20719,17.710592,14995.878,1.581015,54.26153,292.01184,-0.00033900395,0,0.0033669255,0,6.679431,93.97633,10.552268,96.44971,50.538715,0,0,25.232742,0,0,13.36516,54.26153,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-16 18:24:49","2021-03-16 18:30:33","2023-11-12 15:33:13",jADgyey+aE+M8zGteMZByQ==,1lTcGVaMQJIT+HZRX/4OPQ==,"GMTCNi8f/mdOEN+bCB4fTFsVHK0sBikzioIIm3zoO3Hx595bW2WGhWATm4LwhJETH8257udnHT4g
vE8CfCovYg==",NULL,NULL,NULL
2821854,659079,319699,0,20210316183122,null,"2021-03-16 18:31:22","2021-03-16 18:46:57",00:00:21,0,14.500535,0.2313,0.575937,0.0,00:00:00,493,21031603,36.3601492,127.4138085,"대한민국 대전광역시 대덕구 오정동 55-5",0,0,00:00:18,0,0,0,"2021-03-18 18:12:18",77,0,0.23130001,"2021-03-16 18:31:22",17.005314,18.085081,15146.097,1.4587808,53.949013,295.18716,0.0029578877,0,0.0018298797,0,5.3673067,97.42246,11.231016,97.96791,53.71819,0,0,22.589304,0,0,13.788628,53.949013,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-16 18:46:57","2021-03-18 18:12:18","2023-11-12 15:33:13",bxXh4BuHzYpBEgz3L2GfSg==,rBLBN6VncB4zNuzLbfZGbA==,"GMTCNi8f/mdOEN+bCB4fTFsVHK0sBikzioIIm3zoO3ESSbPiG7UP3k/RWxV65wuINVEDwcJUJVV4
fzzaCRv/Cw==",NULL,NULL,NULL
2844377,659079,319699,0,20210318181449,null,"2021-03-18 18:14:49","2021-03-18 18:19:53",00:04:56,1.4747223,17.949324,0.12541914,166.80745,11.758351,00:00:03,457,21031801,36.3683799,127.4403689,"대한민국 대전광역시 송촌동 선비마을3단지",0,0,00:00:00,99.9,80.31581,80.31581,"2021-03-20 11:54:30",82.925674,0,0,"2021-03-18 18:14:49",19.735016,18.72148,15158.209,3.4945266,99.324326,274.66217,0.022672087,0,0.0099767735,0,14.807901,93.577705,17.050676,88.175674,56.872036,0,0,32.304054,0,0,13.51656,99.324326,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-18 18:19:53","2021-03-20 11:54:30","2023-11-12 15:33:13",cAmT9NcRFdqeaWIlQgd0mg==,gAUOhezoOebkaMMHx0pqRw==,"GMTCNi8f/mdOEN+bCB4fTKeDXbJPVuPV7jkclXdKXsQXUKgGKkvyTld5Ircv6DdkuE0iABcilN79
OGIm1eg/jw==",NULL,NULL,NULL
2849110,659079,319699,0,20210320115437,null,"2021-03-20 11:54:37","2021-03-20 13:10:37",01:16:00,93.54882,73.852196,4.2598386,5665.5854,21.96065,00:25:07,979,21032001,35.5949804,128.7673049,"대한민국 경상북도 청도군 청도읍 거연리 949",0,0,00:00:00,88.75052,99.9,100,"2021-03-20 19:21:32",85.28553,0,0,"2021-03-20 11:54:37",16.943365,20.44209,17452.889,8.714095,81.97247,299.01337,0.0012572627,0,-0.00043336165,0,28.970755,91.94826,9.750932,99.28963,60.98426,0,0,26.816269,0,0,13.287168,81.97247,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-20 13:10:37","2021-03-20 19:21:32","2023-11-12 15:33:13",8REa3N66WcUeI219UqyH0Q==,zJ+OUa49Jhyk+R9IsGn2lg==,"3BwcNpTQ7v9XKY6DWOTcWuhrToemZ/vyZ1CARAoBW/h55WrNpS2KqHBxyKdfROfB8T8lSYSXoOCk
6vQ2YavdmA==",NULL,NULL,NULL
2859393,659079,319699,0,20210321150813,null,"2021-03-21 15:08:12","2021-03-21 16:25:35",00:00:04,0,61.696552,0.050373986,66.9974,0.0,00:00:00,1572,21032101,35.5945088,128.7689167,"대한민국 경상북도 청도군 청도읍 거연리 937",0,0,00:00:03,0,0,0,"2021-03-21 16:46:35",83,0,0.03778049,"2021-03-21 15:08:13",21.163984,20.217207,15521.0625,8.011672,63.032333,299.1595,0.0025508485,0,0.002038995,0,27.309195,90.57694,14.147845,99.433624,57.803104,0,0,27.551077,0,0,13.400513,63.032333,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-21 16:25:35","2021-03-21 16:46:35","2023-11-12 15:33:13",sUyJhc6+8vMKIfiMpjTf4w==,jL4pe0izuHXEMAxr27Fz9Q==,"3BwcNpTQ7v9XKY6DWOTcWuhrToemZ/vyZ1CARAoBW/h55WrNpS2KqHBxyKdfROfB/Sewm+xtS2W1
DH76IU4fdQ==",NULL,NULL,NULL
2862493,659079,319699,0,20210321164643,null,"2021-03-21 16:46:43","2021-03-21 17:01:43",00:15:01,21.935265,87.6515,1.301389,1730.8473,16.855272,00:01:04,1511,21032102,35.7819625,128.7361872,"대한민국 경상북도 경산시 남천면 협석리 산35-2",0,0,00:00:00,73.37535,99.9,100,"2021-03-21 21:43:44",83.245285,0,0,"2021-03-21 16:46:43",26.101274,22.17977,16612.465,13.545876,57.623108,295.00555,-0.00067633187,0,0.017766718,0,44.12307,87.89012,11.213097,96.74917,55.38551,0,0,27.564928,0,0,13.094543,57.623108,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-21 17:01:43","2021-03-21 21:43:44","2023-11-12 15:33:13",j1Nx+ReuFQb8jII8EiYkVg==,r4jXDYSzkn5HsSSfmO4X8g==,"3BwcNpTQ7v9XKY6DWOTcWg/FCD4Yq7qMO4fGcX96gkQjCYLPRCx2f/QdrAKgVrHNIOmsjUETSWkq
nxAecIc8OA==",NULL,NULL,NULL
2989975,659079,319699,0,20210321214438,null,"2021-03-21 21:44:38","2021-03-21 22:57:43",01:09:28,51.860035,44.59021,2.2390249,2977.903,23.161884,00:02:30,614,21032103,36.3588596,127.4121916,"대한민국 대전광역시 대덕구 오정동 62-16",0,0,00:00:00,42.766235,94,100,"2021-04-01 11:25:47",84.09621,0,0,"2021-03-21 21:44:38",21.989822,18.349998,14981.72,4.538604,28.587723,295.2495,0.0011696257,0,-0.0035913507,0,19.569479,90.51415,4.641315,98.75288,53.484264,0,0,16.00024,0,0,13.8189535,28.587723,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-21 22:57:43","2021-04-01 11:25:47","2023-11-12 15:33:13",CPIGoPQIMBNWnFTd64Y2Iw==,wZt05sfVLxFfr/bAUjiO+A==,"GMTCNi8f/mdOEN+bCB4fTFsVHK0sBikzioIIm3zoO3ESSbPiG7UP3k/RWxV65wuI+YFnRSXXVbPf
DutXube9bw==",NULL,NULL,NULL
2989976,659079,319699,0,20210321230546,null,"2021-03-21 23:05:46","2021-03-21 23:08:12",00:02:26,0.032778338,43.108482,0.11448632,152.26682,0.2863079,00:00:00,627,21032104,36.3588596,127.4121916,"대한민국 대전광역시 대덕구 오정동 62-16",0,0,00:00:09,99.9,50.22953,50.22953,"2021-04-01 11:25:47",81.21918,0,0.11448633,"2021-03-21 23:05:46",21.757154,18.349077,14751.138,4.3850026,28.540058,294.50626,0.0011300418,0,-0.0034698076,0,18.907183,90.844925,4.845851,98.40751,53.152603,0,0,16.261705,0,0,13.807018,28.540058,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-03-21 23:08:12","2021-04-01 11:25:47","2023-11-12 15:33:13",CPIGoPQIMBNWnFTd64Y2Iw==,wZt05sfVLxFfr/bAUjiO+A==,"GMTCNi8f/mdOEN+bCB4fTFsVHK0sBikzioIIm3zoO3ESSbPiG7UP3k/RWxV65wuI+YFnRSXXVbPf
DutXube9bw==",NULL,NULL,NULL
2990720,659079,319699,0,20210401115352,null,"2021-04-01 11:53:52","2021-04-01 11:55:33",00:01:41,0.008055556,0.28712872,0,0.0,0.0,00:00:00,0,21040101,36.362703,127.4365664,"대한민국 대전광역시 대덕구 중리동 503-2",0,0,00:00:00,99.9,50.22953,50.22953,"2021-04-01 13:17:56",55.30693,0,0,"2021-04-01 11:53:52",14.509798,17.647068,3405.3464,0,56.20661,264.35645,0,0,0.021581065,0,0,100,16.811882,84.15842,35.98912,0,0,34.653465,0,0,12.853888,56.20661,0,0,0,00:00:00,00:00:00,00:00:00,00:00:00,null,0,0,"2021-04-01 11:55:34","2021-04-01 13:17:56","2023-11-12 15:33:13",fAIv7020fJzaipk4i8qZGg==,oMKcA8zoZ6zxyIiH2RJn7g==,"GMTCNi8f/mdOEN+bCB4fTFsVHK0sBikzioIIm3zoO3FiOJpjUWHr+NVxIivrL12bhmIhbIOsBYc9
3LqqBhwDZw==",NULL,NULL,NULL
