CAR_SELFDG_KEY,DRV_KEY,SELFDG_IS_HIDDEN,SELFDG_TYPE,CAR_SELFDG_DT,SELFDG_ID,SELFDG_DATA,SELFDG_BATTRY_AMT,SELFDG_PROFILE_ID,SELFDG_ECU_COUNT,SELFDG_SPEED,SELFDG_RPM,SELFDG_APS,SELFDG_TPS,SELFDG_RPS,SELFDG_MAF,SELFDG_FUEL_LEVEL,SELFDG_TORQUE,SELFDG_ENGINE_LOAD,SELFDG_FUELTRIM_B1S,SELFDG_FUELTRIM_B2S,SELFDG_FUELTRIM_B1L,SELFDG_FUELTRIM_B2L,SELFDG_INTAKE_PRESS,SELFDG_ABSOL_PRESS,SELFDG_BATTRERY_V,SELFDG_EGT1,SELFDG_EGT2,SELFDG_TROUBL_DETAIL_CODE,SELFDG_PENDING_DETAIL_CODE,SELFDG_PERMANENT_DETAIL_CODE,SELFDG_COOL_CNTTEMPTU,SELFDG_IN_TEMPTU,SELFDG_OUT_TEMPTU,SELFDG_OIL_TEMPTU,SELFDG_DPF_INFO,SELFDG_DPF_TEMPTU,SELFDG_O2_B1S1_VOLT,SELFDG_O2_B1S2_VOLT,SELFDG_O2_B1S3_VOLT,SELFDG_O2_B1S4_VOLT,SELFDG_O2_B2S1_VOLT,SELFDG_O2_B2S2_VOLT,SELFDG_O2_B2S3_VOLT,SELFDG_O2_B2S4_VOLT,SELFDG_O2_B1S1_FUELTRIM,SELFDG_O2_B1S2_FUELTRIM,SELFDG_O2_B1S3_FUELTRIM,SELFDG_O2_B1S4_FUELTRIM,SELFDG_O2_B2S1_FUELTRIM,SELFDG_O2_B2S2_FUELTRIM,SELFDG_O2_B2S3_FUELTRIM,SELFDG_O2_B2S4_FUELTRIM,SELFDG_IS_ANOMALY,SELFDG_HYBRID_BATTERY,SELFDG_TIMMING_ADV,SELFDG_FUELAIR_RATIO,SELFDG_EVA_PURGE,SELFDG_VAPOR_PRESSURE,SELFDG_GLOBAL_DT,SELFDG_UPLOAD_DT,SELFDG_UPDATE_DT,SERVER_UPDATE_TIME
5600681,486729,0,OBD2,"2022-02-21 10:14:39",20220221134439,22022101,NULL,NULL,NULL,NULL,0,15.69,17.65,0,0,43.53,0,69.41,0,0,0,0,10,0,0,0,0,NULL,P0300,P0300,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-02-21 13:44:39","2022-03-12 20:45:40","2022-02-21 10:14:39","2022-03-12 20:45:40"
5623928,486729,0,OBD2,"2022-03-14 19:17:40",20220314224740,22031402,NULL,NULL,NULL,NULL,1418,16.08,16.86,0,0,46.67,0,22.75,0.15,0,0,0,3,0,13.72,0,0,NULL,NULL,"P030066,P042009,P065711,P0300F8,P022664,P056016,P0420",87,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-03-14 22:47:40","2022-03-14 22:49:00","2022-03-14 19:17:40","2022-03-14 22:49:00"
5623956,486729,0,OBD2,"2022-03-14 19:19:44",20220314224944,22031402,NULL,NULL,NULL,NULL,0,15.69,17.65,0,0,46.67,0,70.59,0,0,0,0,10,0,12.9,0,0,NULL,NULL,"P030066,P042009,P065711,P0300F8,P022664,P056016,P0420",0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-03-14 22:49:44","2022-03-14 22:51:17","2022-03-14 19:19:44","2022-03-14 22:51:17"
5717466,486729,0,OBD2,"2022-03-19 19:53:35",20220319232335,22031902,NULL,NULL,NULL,NULL,0,16.08,15.29,0,0,43.53,0,87.84,0,0,0,0,10,0,0,0,0,"B2AAAAA,P312950,C000130,P0300F8,P0300","C100314,C000301,C000300,C121340,C131240,P150940,P03251C,C000303,C000302,C000313,P0300","C131140,C000351,C131340,C051240,P011240,P011340,C000314,C000480,C100335,C000301,C000300,P003940,C111240,U2E0313,C000303,C000302,P0300,C000106,C002503,C121140,C121240,P301140,P301340,P352F40,P301240",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-03-19 23:23:35","2022-03-22 22:33:56","2022-03-19 19:53:35","2022-03-22 22:33:56"
6039594,486729,0,OBD2,"2022-04-04 19:33:01",20220404230301,22040401,NULL,NULL,NULL,NULL,0,16.08,15.29,0,0,13.33,0,54.12,0,0,0,0,10,0,12.42,0,0,"P312950,C000130,P0300","C100314,C000301,C000300,C121340,C131240,P150940,C000303,C000302,C000313","C000301,C000300,P0300F8,C131140,P003940,C000351,C131340,C051240,P011340,C000303,C000314,C000302,P0300,U280313,C002503,C121140,C121240,C000480,P301140,P352F40,C100335,P301240",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-04-04 23:03:01","2022-04-19 09:21:44","2022-04-04 19:33:01","2022-04-19 09:21:44"
6039607,486729,0,OBD2,"2022-04-19 05:53:13",20220419092313,22041901,NULL,NULL,NULL,NULL,2444.5,32.94,31.37,0,0,43.53,0,100,-0.29,0,0.51,0,9,95,13.88,0,0,"P0300F8,P0300",P0300,"P030066,P042009,P0300",82,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-04-19 09:23:13","2022-04-19 09:24:13","2022-04-19 05:53:13","2022-04-19 09:24:13"
6041941,486729,0,OBD2,"2022-04-19 05:55:09",20220419092509,22041901,NULL,NULL,NULL,NULL,0,15.69,16.08,0,0,43.53,0,70.98,0,0,0,0,10,0,12.42,0,0,"B2AAAAA,P312950,C000130,P0300F8,P0300","C100314,C000301,C000300,C121340,P150940,C000303,C000302,C000313,P0300","C131140,C200106,C131240,C000351,C131340,C051240,P011240,P011340,P030066,P042009,C111140,C000480,C100335,C000301,C000300,C111240,C200314,U2E0313,C000303,C000302,P0300,C002503,C121140,C121240,P301140,P301340,P352F40,P301240",0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-04-19 09:25:09","2022-04-19 15:48:10","2022-04-19 05:55:09","2022-04-19 15:48:10"
6079154,486729,0,OBD2,"2022-04-22 15:30:49",20220422190049,22042202,NULL,NULL,NULL,NULL,1236.5,38.04,21.57,0,0,50.2,0,100,0,0,0,0,8,0,13.88,0,0,P0300,NULL,"P0300F8,P0300",85,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-04-22 19:00:49","2022-04-22 19:01:36","2022-04-22 15:30:49","2022-04-22 19:01:36"
6615815,486729,0,OBD2,"2022-06-06 19:37:02",20220606230702,22060601,NULL,NULL,NULL,NULL,892.5,16.47,16.86,0,0,66.67,0,72.16,0,0,0.36,0,6,100,12.24,0,0,P0303,NULL,P0303,84,61,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-06-06 23:07:02","2022-06-06 23:07:32","2022-06-06 19:37:02","2022-06-06 23:07:32"
6641350,486729,0,OBD2,"2022-06-08 20:57:18",20220609002718,22060802,NULL,NULL,NULL,NULL,0,17.25,15.69,0,0,40,0,90.59,0,0,0,0,10,0,0,0,0,"B2AAAAA,P312950,C000130","C100314,C000301,C000300,C121340,C131240,P150940,C000303,C000302,C000313","C131140,C000351,C131340,C051240,P011240,P011340,C000314,C000313,C111140,C000480,C100135,C100335,C000301,C000300,P003940,C111240,P200106,C000303,C000302,C002503,P013513,C121140,C121240,P301140,P301340,P352F40,P301240",0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-06-09 00:27:18","2022-06-09 00:28:21","2022-06-08 20:57:18","2022-06-09 00:28:21"
