CAR_SELFDG_KEY,DRV_KEY,SELFDG_IS_HIDDEN,SELFDG_TYPE,CAR_SELFDG_DT,SELFDG_ID,SELFDG_DATA,SELFDG_BATTRY_AMT,SELFDG_PROFILE_ID,SELFDG_ECU_COUNT,SELFDG_SPEED,SELFDG_RPM,SELFDG_APS,SELFDG_TPS,SELFDG_RPS,SELFDG_MAF,SELFDG_FUEL_LEVEL,SELFDG_TORQUE,SELFDG_ENGINE_LOAD,SELFDG_FUELTRIM_B1S,SELFDG_FUELTRIM_B2S,SELFDG_FUELTRIM_B1L,SELFDG_FUELTRIM_B2L,SELFDG_INTAKE_PRESS,SELFDG_ABSOL_PRESS,SELFDG_BATTRERY_V,SELFDG_EGT1,SELFDG_EGT2,SELFDG_TROUBL_DETAIL_CODE,SELFDG_PENDING_DETAIL_CODE,SELFDG_PERMANENT_DETAIL_CODE,SELFDG_COOL_CNTTEMPTU,SELFDG_IN_TEMPTU,SELFDG_OUT_TEMPTU,SELFDG_OIL_TEMPTU,SELFDG_DPF_INFO,SELFDG_DPF_TEMPTU,SELFDG_O2_B1S1_VOLT,SELFDG_O2_B1S2_VOLT,SELFDG_O2_B1S3_VOLT,SELFDG_O2_B1S4_VOLT,SELFDG_O2_B2S1_VOLT,SELFDG_O2_B2S2_VOLT,SELFDG_O2_B2S3_VOLT,SELFDG_O2_B2S4_VOLT,SELFDG_O2_B1S1_FUELTRIM,SELFDG_O2_B1S2_FUELTRIM,SELFDG_O2_B1S3_FUELTRIM,SELFDG_O2_B1S4_FUELTRIM,SELFDG_O2_B2S1_FUELTRIM,SELFDG_O2_B2S2_FUELTRIM,SELFDG_O2_B2S3_FUELTRIM,SELFDG_O2_B2S4_FUELTRIM,SELFDG_IS_ANOMALY,SELFDG_HYBRID_BATTERY,SELFDG_TIMMING_ADV,SELFDG_FUELAIR_RATIO,SELFDG_EVA_PURGE,SELFDG_VAPOR_PRESSURE,SELFDG_GLOBAL_DT,SELFDG_UPLOAD_DT,SELFDG_UPDATE_DT,SERVER_UPDATE_TIME
5595677,764580,0,OBD2,"2022-03-11 21:02:58",20220312090258,22031103,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,NULL,NULL,NULL,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-03-12 09:02:58","2022-03-12 09:28:55","2022-03-11 21:02:58","2022-03-12 09:28:55"
5595678,764580,0,OBD2,"2022-03-11 21:07:44",20220312090744,22031103,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,NULL,NULL,NULL,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-03-12 09:07:44","2022-03-12 09:28:55","2022-03-11 21:07:44","2022-03-12 09:28:55"
5595679,764580,0,OBD2,"2022-03-11 21:07:56",20220312090756,22031103,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,NULL,NULL,NULL,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-03-12 09:07:56","2022-03-12 09:28:55","2022-03-11 21:07:56","2022-03-12 09:28:55"
5595680,764580,0,OBD2,"2022-03-11 21:08:26",20220312090826,22031103,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,NULL,NULL,NULL,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-03-12 09:08:26","2022-03-12 09:28:55","2022-03-11 21:08:26","2022-03-12 09:28:55"
5595681,764580,0,OBD2,"2022-03-11 21:08:52",20220312090852,22031103,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,NULL,NULL,NULL,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-03-12 09:08:52","2022-03-12 09:28:55","2022-03-11 21:08:52","2022-03-12 09:28:55"
5595682,764580,0,OBD2,"2022-03-11 21:12:33",20220312091233,22031103,NULL,NULL,NULL,NULL,1022,0,0,0,0,0,0,5.88,0.05,0,-1,0,39,0,0,0,0,NULL,NULL,NULL,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-03-12 09:12:33","2022-03-12 09:28:55","2022-03-11 21:12:33","2022-03-12 09:28:55"
6381125,764580,0,OBD2,"2022-05-17 14:14:12",20220518021412,22051701,NULL,NULL,NULL,NULL,864,0,0,0,0,0,0,3.92,0.05,0,-1,0,35,0,0,0,0,"P0115,P0598",NULL,NULL,80,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-05-18 02:14:12","2022-05-18 02:14:56","2022-05-17 14:14:12","2022-05-18 02:14:56"
6381253,764580,0,OBD2,"2022-05-17 14:15:41",20220518021541,22051701,NULL,NULL,NULL,NULL,880,0,0,0,0,0,0,3.92,0.02,0,-1,0,35,0,0,0,0,,NULL,NULL,87,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-05-18 02:15:41","2022-05-18 02:28:55","2022-05-17 14:15:41","2022-05-18 02:28:55"
6381254,764580,0,OBD2,"2022-05-17 14:17:13",20220518021713,22051701,NULL,NULL,NULL,NULL,883,0,0,0,0,0,0,3.92,0.05,0,-1,0,35,0,0,0,0,,NULL,NULL,93,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-05-18 02:17:13","2022-05-18 02:28:55","2022-05-17 14:17:13","2022-05-18 02:28:55"
6382728,764580,0,OBD2,"2022-05-17 16:54:42",20220518045442,22051703,NULL,NULL,NULL,NULL,887,0,0,0,0,0,0,3.92,0.08,0,-1,0,34,0,0,0,0,P0598,NULL,NULL,65,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2022-05-18 04:54:42","2022-05-18 04:56:05","2022-05-17 16:54:42","2022-05-18 04:56:05"
