CAR_SELFDG_KEY,DRV_KEY,SELFDG_IS_HIDDEN,SELFDG_TYPE,CAR_SELFDG_DT,SELFDG_ID,SELFDG_DATA,SELFDG_BATTRY_AMT,SELFDG_PROFILE_ID,SELFDG_ECU_COUNT,SELFDG_SPEED,SELFDG_RPM,SELFDG_APS,SELFDG_TPS,SELFDG_RPS,SELFDG_MAF,SELFDG_FUEL_LEVEL,SELFDG_TORQUE,SELFDG_ENGINE_LOAD,SELFDG_FUELTRIM_B1S,SELFDG_FUELTRIM_B2S,SELFDG_FUELTRIM_B1L,SELFDG_FUELTRIM_B2L,SELFDG_INTAKE_PRESS,SELFDG_ABSOL_PRESS,SELFDG_BATTRERY_V,SELFDG_EGT1,SELFDG_EGT2,SELFDG_TROUBL_DETAIL_CODE,SELFDG_PENDING_DETAIL_CODE,SELFDG_PERMANENT_DETAIL_CODE,SELFDG_COOL_CNTTEMPTU,SELFDG_IN_TEMPTU,SELFDG_OUT_TEMPTU,SELFDG_OIL_TEMPTU,SELFDG_DPF_INFO,SELFDG_DPF_TEMPTU,SELFDG_O2_B1S1_VOLT,SELFDG_O2_B1S2_VOLT,SELFDG_O2_B1S3_VOLT,SELFDG_O2_B1S4_VOLT,SELFDG_O2_B2S1_VOLT,SELFDG_O2_B2S2_VOLT,SELFDG_O2_B2S3_VOLT,SELFDG_O2_B2S4_VOLT,SELFDG_O2_B1S1_FUELTRIM,SELFDG_O2_B1S2_FUELTRIM,SELFDG_O2_B1S3_FUELTRIM,SELFDG_O2_B1S4_FUELTRIM,SELFDG_O2_B2S1_FUELTRIM,SELFDG_O2_B2S2_FUELTRIM,SELFDG_O2_B2S3_FUELTRIM,SELFDG_O2_B2S4_FUELTRIM,SELFDG_IS_ANOMALY,SELFDG_HYBRID_BATTERY,SELFDG_TIMMING_ADV,SELFDG_FUELAIR_RATIO,SELFDG_EVA_PURGE,SELFDG_VAPOR_PRESSURE,SELFDG_GLOBAL_DT,SELFDG_UPLOAD_DT,SELFDG_UPDATE_DT,SERVER_UPDATE_TIME
2401233,319699,0,NULL,"2021-04-06 17:14:56",20210407001456,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2021-04-07 00:14:56","2021-05-13 09:33:56","2021-04-06 17:14:56","2021-05-13 09:33:56"
2401234,319699,0,NULL,"2021-04-06 17:15:04",20210407001504,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2021-04-07 00:15:04","2021-05-13 09:33:56","2021-04-06 17:15:04","2021-05-13 09:33:56"
2401235,319699,0,NULL,"2021-04-29 02:05:48",20210429090548,21042901,NULL,NULL,NULL,NULL,925,15.69,18.43,0,6,0,0,29.8,0,-0.01,0,0,0,0,13.87,0,0,P0430,P0430,NULL,56,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-04-29 09:05:48","2021-05-13 09:33:56","2021-04-29 02:05:48","2021-05-13 09:33:56"
2401236,319699,0,NULL,"2021-04-29 02:06:15",20210429090615,0,NULL,NULL,NULL,NULL,0,15.69,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P0430,P0430,NULL,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-04-29 09:06:15","2021-05-13 09:33:56","2021-04-29 02:06:15","2021-05-13 09:33:56"
2944591,319699,0,OBD2,"2021-05-13 02:43:30",20210513094330,0,NULL,NULL,NULL,NULL,0,15.69,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P0430,P0430,NULL,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-05-13 09:43:30","2021-07-15 19:53:54","2021-05-13 02:43:30","2021-07-15 19:53:54"
2944592,319699,0,OBD2,"2021-06-18 14:23:10",20210618212310,21061801,NULL,NULL,NULL,NULL,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,12.24,0,0,P0420,P0420,NULL,60,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-06-18 21:23:10","2021-07-15 19:53:54","2021-06-18 14:23:10","2021-07-15 19:53:54"
2944593,319699,0,OBD2,"2021-06-24 15:04:53",20210624220453,0,NULL,NULL,NULL,NULL,0,0,7.45,0,0,0,0,39.22,0,0,0,0,0,0,0,0,0,P0420,P0420,NULL,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-06-24 22:04:53","2021-07-15 19:53:54","2021-06-24 15:04:53","2021-07-15 19:53:54"
2944594,319699,0,OBD2,"2021-06-26 16:42:04",20210626234204,21062601,NULL,NULL,NULL,NULL,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0031,P0037,P1148","P0031,P0037,P1148",NULL,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-06-26 23:42:04","2021-07-15 19:53:54","2021-06-26 16:42:04","2021-07-15 19:53:54"
2944595,319699,0,OBD2,"2021-07-02 21:16:14",20210703041614,21070201,NULL,NULL,NULL,NULL,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P0420,P0420,NULL,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-07-03 04:16:14","2021-07-15 19:53:54","2021-07-02 21:16:14","2021-07-15 19:53:54"
2944596,319699,0,OBD2,"2021-07-03 02:11:25",20210703091125,0,NULL,NULL,NULL,NULL,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P0300,P0420","P0304,P0300,P0420",NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2021-07-03 09:11:25","2021-07-15 19:53:54","2021-07-03 02:11:25","2021-07-15 19:53:54"
