_id,srcValue,userSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcUploadTime,srcBattery,srcGyroValue
1,22060702,0,20220607181346,0.0,0.0,9.0,1250.5,18.431372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.2956770062446594
2,22060702,0,20220607181347,0.0,0.0,8.0,1250.5,18.431372,0.0,0.0,0.0,0.0,0.0,16.862745,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,0.0,1.5245472192764282
3,22060702,0,20220607181348,0.0,0.0,8.0,1250.5,18.431372,14.117647,7850.0,0.0,14.509804,0.0,16.862745,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,0.0,2.234593152999878
4,22060702,0,20220607181349,0.0,0.0,6.0,1250.5,18.431372,14.117647,7850.0,3.11,14.509804,0.0,16.862745,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,0.0,1.9280953407287598
5,22060702,0,20220607181350,0.0,0.0,3.0,809.0,18.431372,14.117647,7850.0,3.11,14.509804,0.0,36.862743,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,0.0,1.2016059160232544
6,22060702,0,20220607181351,0.0,0.0,0.0,809.0,14.509804,14.117647,7850.0,3.11,14.509804,350.0,36.862743,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,0.0,0.02665448933839798
7,22060702,0,20220607181352,0.0,0.0,0.0,809.0,14.509804,14.509804,7850.0,3.88,14.509804,350.0,36.862743,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,0.0,21.952890396118164
8,22060702,0,20220607181353,0.0,0.0,0.0,824.0,14.509804,14.509804,7850.0,3.88,14.509804,350.0,36.862743,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,0.0,49.26136016845703
9,22060702,0,20220607181354,0.0,0.0,0.0,824.0,14.509804,14.509804,7850.0,3.88,14.509804,350.0,36.862743,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,26.30096435546875
10,22060702,0,20220607181355,0.0,0.0,0.0,824.0,14.509804,14.509804,7850.0,3.83,14.509804,350.0,36.862743,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,-1.2896864414215088
11,22060702,0,20220607181356,0.0,0.0,0.0,794.0,14.509804,14.509804,7850.0,3.83,14.509804,350.0,36.07843,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,2.982767105102539
12,22060702,0,20220607181357,0.0,0.0,0.0,794.0,14.509804,14.509804,7850.0,3.83,14.509804,350.0,36.07843,0.0625,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,2.818516731262207
13,22060702,0,20220607181358,0.0,0.0,0.0,794.0,14.509804,14.509804,7970.0,3.66,14.509804,350.0,36.07843,0.0625,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,0.03774023428559303
14,22060702,0,20220607181359,0.0,0.0,0.0,787.5,14.509804,14.509804,7970.0,3.66,14.509804,350.0,35.686275,0.0625,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,3.6226749420166016
15,22060702,0,20220607181400,0.0,0.0,0.0,787.5,14.509804,14.509804,7970.0,3.66,14.509804,350.0,35.686275,0.0625,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,20.011842727661133
16,22060702,0,20220607181401,0.0,0.0,0.0,787.5,14.509804,14.509804,7970.0,3.66,14.509804,350.0,35.686275,0.0625,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,-23.677661895751953
17,22060702,0,20220607181402,0.0,0.0,0.0,785.5,14.509804,14.509804,7970.0,3.66,14.509804,350.0,35.294117,0.0625,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,-3.1185543537139893
18,22060702,0,20220607181403,0.0,0.0,0.0,785.5,14.509804,14.509804,7790.0,3.66,14.509804,350.0,35.294117,0.0625,0.0,49.0,0.0,0.0,-0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,-0.8609489798545837
19,22060702,0,20220607181404,0.0,0.0,0.0,782.5,14.509804,14.509804,7790.0,3.66,14.509804,350.0,35.294117,0.0625,0.0,48.0,0.0,0.0,-0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,0.18305300176143646
20,22060702,0,20220607181405,0.0,0.0,0.0,782.5,14.509804,14.509804,7790.0,3.66,14.509804,350.0,34.117645,0.0625,0.0,48.0,0.0,0.0,-0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,null,14.341,-0.2767064869403839
