id,srcValue,carSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcBattery,srcGyroValue,srcUploadTime
1,21111001,1,20211110144807,35.15593053612991,129.1512191868461,0.0,1585.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,21111001,1,20211110144808,35.15593053612991,129.1512191868461,0.0,1471.0,14.50980392156863,14.90196078431373,14620.0,4.69,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,21111001,1,20211110144809,35.15593053612991,129.1512191868461,0.0,1464.5,14.50980392156863,14.50980392156863,13670.0,4.83,0.0,0.0,24.70588235294118,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
4,21111001,1,20211110144810,35.15593053612991,129.1512191868461,0.0,1464.5,14.50980392156863,14.50980392156863,13670.0,4.97,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
5,21111001,1,20211110144811,35.1559095768837,129.1512079334653,0.0,1465.0,14.50980392156863,14.50980392156863,12700.0,5.08,0.0,0.0,25.49019607843137,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
6,21111001,1,20211110144812,35.1559095768837,129.1512079334653,0.0,1489.5,14.50980392156863,14.50980392156863,11740.0,5.08,0.0,0.0,25.49019607843137,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.4542358413515213,
7,21111001,1,20211110144813,35.1559095768837,129.1512079334653,0.0,1500.0,14.50980392156863,14.50980392156863,10850.0,5.16,0.0,0.0,24.70588235294118,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.26263404656966,
8,21111001,1,20211110144814,35.1559095768837,129.1512079334653,0.0,1503.0,14.50980392156863,14.50980392156863,9880.0,5.27,0.0,0.0,24.70588235294118,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8.366271201871069,
9,21111001,1,20211110144815,35.1559095768837,129.1512079334653,0.0,1491.0,14.50980392156863,14.50980392156863,8960.0,5.22,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2.78470050831229,
10,21111001,1,20211110144816,35.1559095768837,129.1512079334653,0.0,1504.0,14.50980392156863,14.50980392156863,8030.0,5.16,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.3334958304828641,
11,21111001,1,20211110144817,35.1559095768837,129.1512079334653,0.0,1496.5,14.50980392156863,14.50980392156863,8030.0,5.16,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.1007176465118431,
12,21111001,1,20211110144818,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6990.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,2.801271143588573,
13,21111001,1,20211110144819,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.888528854380442,
14,21111001,1,20211110144820,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0267805291718,
15,21111001,1,20211110144821,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.9531746824147976,
16,21111001,1,20211110144822,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.104771593631239,
17,21111001,1,20211110144823,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.9272050284608768,
18,21111001,1,20211110144824,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.6430361587746863,
19,21111001,1,20211110144825,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.9365798682585909,
20,21111001,1,20211110144826,35.15591415033693,129.1512327662368,0.0,1495.0,14.50980392156863,14.50980392156863,6220.0,5.19,0.0,0.0,25.09803921568627,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.026320238125001,
