_id,srcValue,userSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcUploadTime,srcBattery
1,19021501,0,20190215125016,0.0,0.0,0.0,817.0,14.509804,14.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
2,19021501,0,20190215125017,0.0,0.0,0.0,809.0,14.509804,14.117647,0.0,2.82,0.0,0.0,21.568628,0.0,0.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
3,19021501,0,20190215125018,0.0,0.0,0.0,797.0,14.509804,14.117647,0.0,2.82,0.0,0.0,21.568628,0.0,0.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,null,0.0
4,19021501,0,20190215125019,0.0,0.0,0.0,807.0,14.509804,14.117647,0.0,2.83,0.0,0.0,21.568628,0.0,0.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
5,19021501,0,20190215125020,0.0,0.0,0.0,816.0,14.509804,14.117647,0.0,2.82,0.0,0.0,21.568628,0.0,0.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
6,19021501,0,20190215125021,0.0,0.0,0.0,815.0,14.509804,14.117647,0.0,2.83,0.0,0.0,21.568628,0.0,0.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
7,19021501,0,20190215125022,0.0,0.0,0.0,815.0,14.509804,14.117647,0.0,2.8,29.80392,0.0,21.568628,0.0,0.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
8,19021501,0,20190215125023,0.0,0.0,0.0,803.0,14.509804,14.117647,0.0,2.78,29.80392,0.0,21.568628,0.0,0.0,43.0,64.0,0.0,0.0,0.0,0.0,0.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
9,19021501,0,20190215125024,0.0,0.0,0.0,815.0,14.509804,14.117647,0.0,2.77,29.80392,0.0,21.568628,0.0,0.0,43.0,64.0,0.0,0.0,0.0,0.0,0.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
10,19021501,0,20190215125025,0.0,0.0,0.0,819.0,14.509804,14.117647,0.0,2.81,29.80392,0.0,21.17647,0.0,0.0,43.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
11,19021501,0,20190215125026,0.0,0.0,0.0,819.0,14.509804,14.117647,0.0,2.82,29.80392,0.0,21.568628,0.0,0.0,43.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
12,19021501,0,20190215125027,0.0,0.0,0.0,816.0,14.509804,14.117647,0.0,2.82,29.80392,0.0,21.17647,0.0,0.0,43.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
13,19021501,0,20190215125028,0.0,0.0,0.0,806.0,16.078432,14.117647,0.0,2.81,29.80392,0.0,21.568628,0.0078125,0.0,43.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
14,19021501,0,20190215125029,0.0,0.0,0.0,947.0,17.647058,16.862745,0.0,2.76,29.80392,0.0,21.568628,0.0078125,0.0,43.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
15,19021501,0,20190215125030,0.0,0.0,0.0,1394.0,17.647058,15.686275,0.0,3.67,29.80392,0.0,24.705883,0.0078125,0.0,46.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
16,19021501,0,20190215125031,0.0,0.0,0.0,1132.0,14.509804,14.509804,0.0,3.09,29.411764,0.0,20.0,-0.03125,0.0,39.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
17,19021501,0,20190215125032,0.0,0.0,0.0,937.0,14.509804,14.90196,0.0,3.47,29.411764,0.0,21.17647,-0.03125,0.0,40.0,64.0,0.0,0.0,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
18,19021501,0,20190215125033,0.0,0.0,0.0,856.0,14.509804,14.90196,0.0,3.25,29.411764,0.0,24.313726,-0.03125,0.0,46.0,64.0,0.0,-0.03125,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
19,19021501,0,20190215125034,0.0,0.0,0.0,955.0,14.509804,14.90196,0.0,3.19,29.411764,0.0,29.019608,0.0,0.0,42.0,64.0,0.0,-0.03125,0.0,-5.0,100.0,14.376,0.0,0.0,20.0,0.0,0.0,null,0.0
20,19021501,0,20190215125035,0.0,0.0,0.0,898.0,14.509804,14.509804,0.0,4.21,29.411764,0.0,24.705883,0.0,0.0,37.0,64.0,0.0,-0.03125,0.0,-5.0,100.0,14.376,0.0,0.0,19.0,0.0,0.0,null,0.0
21,19021501,0,20190215125036,0.0,0.0,0.0,915.0,14.509804,14.509804,0.0,3.31,29.411764,0.0,26.27451,0.0,0.0,48.0,64.0,0.0,-0.03125,0.0,-5.0,100.0,14.274,0.0,0.0,19.0,0.0,0.0,null,0.0
22,19021501,0,20190215125037,0.0,0.0,0.0,906.0,14.509804,14.509804,0.0,2.89,29.411764,0.0,20.0,0.015625,0.0,42.0,64.0,0.0,-0.03125,0.0,-5.0,100.0,14.274,0.0,0.0,19.0,0.0,0.0,null,0.0
23,19021501,0,20190215125038,0.0,0.0,0.0,899.0,14.509804,14.509804,0.0,3.08,29.411764,0.0,20.392157,0.015625,0.0,42.0,64.0,0.0,-0.03125,0.0,-5.0,100.0,14.274,0.0,0.0,19.0,0.0,0.0,null,0.0
