_id,srcValue,userSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcUploadTime,srcBattery
1,19021509,0,20190215195636,0.0,0.0,10.0,888.0,14.509804,14.90196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
2,19021509,0,20190215195637,0.0,0.0,11.0,947.0,14.509804,16.078432,0.0,4.27,0.0,0.0,27.058823,0.0,0.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
3,19021509,0,20190215195638,0.0,0.0,10.0,937.0,14.509804,14.90196,0.0,3.39,0.0,0.0,25.882353,0.0,0.0,47.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,null,0.0
4,19021509,0,20190215195639,0.0,0.0,10.0,870.0,14.509804,15.686275,0.0,4.34,0.0,0.0,30.19608,0.0,0.0,54.0,70.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
5,19021509,0,20190215195640,0.0,0.0,10.0,889.0,14.509804,15.686275,0.0,4.29,0.0,0.0,30.19608,0.0234375,0.0,56.0,71.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
6,19021509,0,20190215195641,0.0,0.0,10.0,885.0,14.509804,15.294118,0.0,3.96,0.0,0.0,29.019608,0.0234375,0.0,54.0,71.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
7,19021509,0,20190215195642,0.0,0.0,10.0,887.0,14.509804,15.294118,0.0,4.09,21.568628,0.0,29.019608,0.0390625,0.0,54.0,72.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
8,19021509,0,20190215195643,0.0,0.0,9.0,865.0,14.509804,15.294118,0.0,4.14,21.568628,0.0,29.019608,0.0390625,0.0,54.0,72.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
9,19021509,0,20190215195644,0.0,0.0,9.0,865.0,14.509804,15.294118,0.0,4.2,21.568628,0.0,29.411764,0.0390625,0.0,55.0,72.0,0.0,0.0,0.0,4.0,100.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
10,19021509,0,20190215195645,0.0,0.0,8.0,860.0,14.509804,15.294118,0.0,4.11,21.568628,0.0,30.980392,0.0546875,0.0,56.0,72.0,0.0,0.0,0.0,4.0,100.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
11,19021509,0,20190215195646,37.2740596,127.4510446,7.0,849.0,14.509804,15.294118,0.0,3.48,21.568628,0.0,27.843138,0.0546875,0.0,52.0,72.0,0.0,0.0,0.0,4.0,100.0,14.274,0.0,0.0,37.0,0.0,0.0,null,0.0
12,19021509,0,20190215195647,37.2740962,127.4510097,6.0,835.0,14.509804,14.90196,0.0,3.68,21.568628,0.0,27.450981,0.0546875,0.0,51.0,72.0,0.0,0.0,0.0,4.0,100.0,14.376,0.0,0.0,37.0,0.0,0.0,null,0.0
13,19021509,0,20190215195648,37.2741287,127.4509559,6.0,843.0,14.509804,14.90196,0.0,3.42,21.568628,0.0,25.882353,0.046875,0.0,50.0,72.0,0.0,0.0,0.0,4.0,100.0,14.376,0.0,0.0,37.0,0.0,0.0,null,0.0
14,19021509,0,20190215195649,37.2741485,127.450942,6.0,852.0,15.294118,14.90196,0.0,3.49,21.568628,0.0,25.490196,0.046875,0.0,49.0,72.0,0.0,0.0,0.0,4.0,100.0,14.376,0.0,0.0,38.0,0.0,0.0,null,0.0
15,19021509,0,20190215195650,37.2741631,127.4509369,7.0,992.0,20.392157,23.137255,0.0,16.64,18.82353,0.0,52.941177,0.046875,0.0,93.0,72.0,0.0,0.0,0.0,4.0,100.0,14.376,0.0,0.0,38.0,0.0,0.0,null,0.0
16,19021509,0,20190215195651,37.2741805,127.4509416,10.0,1513.0,18.039215,16.078432,0.0,4.98,18.82353,0.0,29.411764,0.046875,0.0,59.0,73.0,0.0,0.0,0.0,4.0,100.0,14.376,0.0,0.0,38.0,0.0,0.0,null,0.0
17,19021509,0,20190215195652,37.2741989,127.4509482,11.0,1629.0,21.960785,25.882353,0.0,15.52,18.82353,0.0,58.82353,0.046875,0.0,95.0,73.0,0.0,0.0,0.0,4.0,100.0,14.376,0.0,0.0,38.0,0.0,0.0,null,0.0
18,19021509,0,20190215195653,37.274216,127.4509612,17.0,1757.0,24.705883,29.80392,0.0,17.3,18.82353,0.0,71.76471,0.0546875,0.0,96.0,74.0,0.0,0.03125,0.0,4.0,100.0,14.376,0.0,0.0,38.0,0.0,0.0,null,0.0
19,19021509,0,20190215195654,37.2742289,127.4509831,22.0,1832.0,24.705883,29.80392,0.0,22.82,18.82353,0.0,83.92157,0.0546875,0.0,95.0,74.0,0.0,0.03125,0.0,4.0,100.0,14.376,0.0,0.0,38.0,0.0,0.0,null,0.0
20,19021509,0,20190215195655,37.2742484,127.4510693,26.0,2077.0,26.27451,31.764706,0.0,29.74,18.82353,0.0,89.01961,0.0546875,0.0,94.0,74.0,0.0,0.03125,0.0,4.0,100.0,14.274,0.0,0.0,38.0,0.0,0.0,null,0.0
21,19021509,0,20190215195656,37.2742354,127.4511356,33.0,2358.0,20.784313,22.352942,0.0,29.55,18.82353,0.0,73.72549,-0.015625,0.0,95.0,75.0,0.0,0.03125,0.0,4.0,100.0,14.274,0.0,0.0,38.0,0.0,0.0,null,0.0
22,19021509,0,20190215195657,37.2742206,127.4512032,35.0,1801.0,20.392157,24.313726,0.0,13.19,18.82353,0.0,46.27451,-0.015625,0.0,95.0,75.0,0.0,0.03125,0.0,4.0,100.0,14.274,0.0,0.0,38.0,0.0,0.0,null,0.0
23,19021509,0,20190215195658,37.2742025,127.4512814,36.0,1854.0,20.392157,24.313726,0.0,12.69,23.529411,0.0,43.92157,-0.015625,0.0,94.0,75.0,0.0,0.03125,0.0,4.0,100.0,14.274,0.0,0.0,38.0,0.0,0.0,null,0.0
