_id,srcValue,userSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcUploadTime,srcBattery
1,19080201,0,20190802123059,0.0,0.0,0.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
2,19080201,0,20190802123100,0.0,0.0,0.0,857.0,14.509804,16.862745,0.0,5.07,0.0,0.0,42.7451,0.03125,0.0,45.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
3,19080201,0,20190802123101,0.0,0.0,0.0,857.0,14.509804,16.862745,0.0,5.21,0.0,0.0,42.7451,0.03125,0.0,45.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
4,19080201,0,20190802123102,0.0,0.0,0.0,849.0,14.509804,16.862745,0.0,4.93,0.0,0.0,42.7451,0.03125,0.0,45.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,null,14.172
5,19080201,0,20190802123103,0.0,0.0,0.0,865.0,14.509804,16.862745,0.0,5.13,0.0,0.0,42.35294,0.0390625,0.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,null,14.172
6,19080201,0,20190802123104,0.0,0.0,0.0,843.0,14.509804,16.862745,0.0,5.17,0.0,0.0,43.137257,0.0390625,0.0,44.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,null,14.172
7,19080201,0,20190802123105,0.0,0.0,0.0,843.0,14.509804,16.862745,0.0,5.11,0.0,0.0,42.7451,0.0390625,0.0,45.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,null,14.172
8,19080201,0,20190802123106,0.0,0.0,0.0,856.0,14.509804,16.862745,0.0,5.13,57.2549,0.0,42.7451,0.0390625,0.0,45.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,null,14.172
9,19080201,0,20190802123107,0.0,0.0,0.0,845.0,14.509804,16.862745,0.0,5.15,57.2549,0.0,43.137257,0.03125,0.0,45.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,null,14.172
10,19080201,0,20190802123108,0.0,0.0,0.0,855.0,14.509804,16.862745,0.0,5.18,57.2549,0.0,42.7451,0.03125,0.0,45.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,null,14.172
