_id,srcValue,userSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcUploadTime,srcBattery
1,19080501,0,20190805080735,0.0,0.0,0.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
2,19080501,0,20190805080736,0.0,0.0,0.0,1433.0,14.509804,19.215687,0.0,10.39,0.0,0.0,46.666668,-0.0078125,0.0,48.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
3,19080501,0,20190805080737,0.0,0.0,0.0,1404.0,14.509804,18.82353,0.0,10.11,0.0,0.0,43.92157,-0.0078125,0.0,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
4,19080501,0,20190805080738,0.0,0.0,0.0,1414.0,14.509804,18.431372,0.0,8.62,0.0,0.0,39.215687,-0.0078125,0.0,42.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,0.0
5,19080501,0,20190805080739,0.0,0.0,0.0,1393.0,14.509804,18.431372,0.0,8.55,0.0,0.0,38.039215,-0.0078125,0.0,41.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
6,19080501,0,20190805080740,0.0,0.0,0.0,1349.0,14.509804,18.431372,0.0,7.94,0.0,0.0,37.64706,0.0078125,0.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
7,19080501,0,20190805080741,0.0,0.0,0.0,1349.0,14.509804,18.431372,0.0,7.55,0.0,0.0,38.039215,0.0078125,0.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
8,19080501,0,20190805080742,0.0,0.0,0.0,1326.0,14.509804,18.039215,0.0,7.85,25.882353,0.0,36.862743,0.0078125,0.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
9,19080501,0,20190805080743,0.0,0.0,0.0,1289.0,14.509804,18.039215,0.0,7.57,25.882353,0.0,36.862743,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
10,19080501,0,20190805080744,0.0,0.0,0.0,1265.0,14.509804,18.039215,0.0,7.37,25.882353,0.0,36.47059,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
11,19080501,0,20190805080745,0.0,0.0,0.0,1233.0,14.509804,18.039215,0.0,7.13,25.882353,0.0,36.47059,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
12,19080501,0,20190805080746,0.0,0.0,0.0,1233.0,14.509804,17.647058,0.0,6.86,25.882353,0.0,36.07843,0.0,0.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
13,19080501,0,20190805080747,0.0,0.0,0.0,1200.0,14.509804,17.647058,0.0,6.91,25.882353,0.0,36.47059,0.0,0.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
14,19080501,0,20190805080748,0.0,0.0,0.0,1160.0,14.509804,17.647058,0.0,6.68,25.882353,0.0,36.862743,0.0,0.0,38.0,40.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
15,19080501,0,20190805080749,0.0,0.0,0.0,1128.0,14.509804,17.647058,0.0,6.76,25.882353,0.0,37.2549,-0.0078125,0.0,38.0,41.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
16,19080501,0,20190805080750,0.0,0.0,0.0,1096.0,14.509804,17.254902,0.0,6.38,25.882353,0.0,36.862743,-0.0078125,0.0,38.0,41.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
17,19080501,0,20190805080751,0.0,0.0,0.0,1077.0,14.509804,17.254902,0.0,6.37,25.882353,0.0,36.862743,-0.0078125,0.0,37.0,41.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
18,19080501,0,20190805080752,0.0,0.0,0.0,1077.0,14.509804,17.254902,0.0,6.33,25.882353,0.0,36.47059,-0.0078125,0.0,37.0,41.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
19,19080501,0,20190805080753,0.0,0.0,0.0,1045.0,14.509804,17.254902,0.0,6.04,25.882353,0.0,36.862743,-0.015625,0.0,37.0,42.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
20,19080501,0,20190805080754,0.0,0.0,0.0,1048.0,14.509804,16.862745,0.0,6.05,25.882353,0.0,36.07843,-0.015625,0.0,37.0,42.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
21,19080501,0,20190805080755,0.0,0.0,0.0,1024.0,14.509804,16.862745,0.0,5.8,25.882353,0.0,36.07843,-0.015625,0.0,37.0,42.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
22,19080501,0,20190805080756,0.0,0.0,0.0,1001.0,14.509804,16.862745,0.0,5.76,25.882353,0.0,35.686275,0.0,0.0,36.0,43.0,0.0,0.0,0.0,27.0,99.0,0.0,0.0,0.0,28.0,0.0,0.0,null,14.376
