_id,srcValue,userSN,realTime,srcLatitude,srcLongitude,srcSpeed,srcRPM,srcAPS,srcTPS,srcRPS,srcMAF,srcFuelLevel,srcTorque,srcEngineLoad,srcFuelTrimB1S,srcFuelTrimB2S,srcIntakePress,srcEngineCoolantTemp,srcEngineOilTemp,srcFuelTrimB1L,srcFuelTrimB2L,srcAmbientAirTemp,srcAbsolutePress,srcHybridBatteryT,srcDPF,srcDPFTemp,srcIntakeAirTemp,srcEGT1,srcEGT2,srcUploadTime,srcBattery
1,19021606,0,20190216201515,0.0,0.0,3.0,747.0,14.509804,15.686275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
2,19021606,0,20190216201516,0.0,0.0,3.0,762.0,14.509804,15.686275,0.0,4.18,0.0,0.0,34.901962,0.0390625,0.0,62.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0
3,19021606,0,20190216201517,0.0,0.0,2.0,761.0,14.509804,15.686275,0.0,4.24,0.0,0.0,35.294117,0.0390625,0.0,62.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,null,0.0
4,19021606,0,20190216201518,0.0,0.0,1.0,769.0,14.509804,15.686275,0.0,4.27,0.0,0.0,35.294117,0.0390625,0.0,62.0,82.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
5,19021606,0,20190216201519,0.0,0.0,1.0,761.0,14.509804,16.078432,0.0,4.74,0.0,0.0,37.64706,0.03125,0.0,65.0,83.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
6,19021606,0,20190216201520,0.0,0.0,0.0,776.0,14.509804,16.078432,0.0,4.56,0.0,0.0,38.039215,0.03125,0.0,66.0,83.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
7,19021606,0,20190216201521,0.0,0.0,0.0,959.0,18.431372,18.82353,0.0,6.35,18.82353,0.0,43.92157,0.03125,0.0,79.0,83.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
8,19021606,0,20190216201522,0.0,0.0,5.0,1198.0,20.0,21.960785,0.0,9.75,18.82353,0.0,43.52941,0.0390625,0.0,85.0,83.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
9,19021606,0,20190216201523,37.2802743,127.4452545,8.0,990.0,14.509804,15.294118,0.0,4.31,18.82353,0.0,32.54902,0.0390625,0.0,55.0,83.0,0.0,0.0,0.0,0.0,0.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
10,19021606,0,20190216201524,37.2802832,127.4452371,7.0,839.0,14.509804,14.90196,0.0,3.67,18.82353,0.0,29.80392,0.0390625,0.0,52.0,83.0,0.0,0.0,0.0,13.0,100.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
11,19021606,0,20190216201525,37.2802988,127.4452333,6.0,827.0,16.862745,15.294118,0.0,3.68,18.82353,0.0,30.19608,0.03125,0.0,54.0,84.0,0.0,0.0,0.0,13.0,100.0,14.274,0.0,0.0,47.0,0.0,0.0,null,0.0
